current vp 0
1.46191 436.642 0.49037
1.45943 461.837 0.491736
1.45698 486.809 0.493095
1.45456 511.56 0.494446
1.45217 536.094 0.495789
1.4498 560.411 0.497124
1.44746 584.516 0.498452
1.44515 608.411 0.499772
1.44286 632.097 0.501084
1.44059 655.577 0.502388
1.43835 678.853 0.503684
1.43614 701.927 0.504972
1.43395 724.803 0.506253
1.43179 747.482 0.507526
1.42965 769.965 0.508791
0.500172 792.256 0.510047
current vp 298.648
1.47557 298.648 0.482966
1.47294 325.072 0.484373
1.47034 351.259 0.485772
1.46777 377.213 0.487164
1.46523 402.935 0.488549
1.46272 428.429 0.489925
1.46023 453.696 0.491294
1.45778 478.74 0.492655
1.45535 503.562 0.494009
1.45294 528.166 0.495354
1.45057 552.554 0.496692
1.44822 576.728 0.498022
1.44589 600.69 0.499344
1.4436 624.443 0.500659
1.44132 647.99 0.501966
1.43908 671.332 0.503264
1.43686 694.472 0.504555
1.43466 717.411 0.505839
1.43249 740.154 0.507114
1.43034 762.7 0.508381
0.963189 785.054 0.509641
current vp 298.648
1.47557 298.648 0.482966
1.47294 325.072 0.484373
1.47034 351.259 0.485772
1.46777 377.213 0.487164
1.46523 402.935 0.488549
1.46272 428.429 0.489925
1.46023 453.696 0.491294
1.45778 478.74 0.492655
1.45535 503.562 0.494009
1.45294 528.166 0.495354
1.45057 552.554 0.496692
1.44822 576.728 0.498022
1.44589 600.69 0.499344
1.4436 624.443 0.500659
1.44132 647.99 0.501966
1.43908 671.332 0.503264
1.43686 694.472 0.504555
1.43466 717.411 0.505839
1.43249 740.154 0.507114
1.43034 762.7 0.508381
0.963189 785.054 0.509641
current vp 316.556
1.47379 316.556 0.483919
1.47118 342.819 0.485321
1.4686 368.848 0.486715
1.46605 394.645 0.488102
1.46353 420.212 0.489481
1.46103 445.553 0.490852
1.45857 470.668 0.492216
1.45613 495.562 0.493572
1.45372 520.237 0.49492
1.45133 544.694 0.49626
1.44897 568.937 0.497593
1.44664 592.967 0.498918
1.44434 616.788 0.500235
1.44206 640.401 0.501544
1.4398 663.809 0.502845
1.43757 687.014 0.504139
1.43537 710.018 0.505424
1.43319 732.824 0.506702
1.43103 755.434 0.507972
1.42419 777.849 0.509234
current vp 316.556
1.47379 316.556 0.483919
1.47118 342.819 0.485321
1.4686 368.848 0.486715
1.46605 394.645 0.488102
1.46353 420.212 0.489481
1.46103 445.553 0.490852
1.45857 470.668 0.492216
1.45613 495.562 0.493572
1.45372 520.237 0.49492
1.45133 544.694 0.49626
1.44897 568.937 0.497593
1.44664 592.967 0.498918
1.44434 616.788 0.500235
1.44206 640.401 0.501544
1.4398 663.809 0.502845
1.43757 687.014 0.504139
1.43537 710.018 0.505424
1.43319 732.824 0.506702
1.43103 755.434 0.507972
1.42419 777.849 0.509234
current vp 334.376
1.47202 334.376 0.484869
1.46943 360.481 0.486266
1.46687 386.352 0.487655
1.46434 411.993 0.489036
1.46183 437.406 0.49041
1.45936 462.594 0.491776
1.45691 487.559 0.493135
1.45449 512.304 0.494485
1.4521 536.831 0.495828
1.44973 561.143 0.497164
1.44739 585.242 0.498491
1.44508 609.13 0.49981
1.44279 632.81 0.501122
1.44053 656.284 0.502426
1.43829 679.554 0.503722
1.43608 702.623 0.50501
1.43389 725.493 0.506291
1.43173 748.165 0.507563
1.42959 770.643 0.508828
0.456838 792.929 0.510084
current vp 334.376
1.47202 334.376 0.484869
1.46943 360.481 0.486266
1.46687 386.352 0.487655
1.46434 411.993 0.489036
1.46183 437.406 0.49041
1.45936 462.594 0.491776
1.45691 487.559 0.493135
1.45449 512.304 0.494485
1.4521 536.831 0.495828
1.44973 561.143 0.497164
1.44739 585.242 0.498491
1.44508 609.13 0.49981
1.44279 632.81 0.501122
1.44053 656.284 0.502426
1.43829 679.554 0.503722
1.43608 702.623 0.50501
1.43389 725.493 0.506291
1.43173 748.165 0.507563
1.42959 770.643 0.508828
0.456838 792.929 0.510084
current vp 352.11
1.47026 352.11 0.485817
1.46769 378.056 0.487209
1.46515 403.771 0.488593
1.46264 429.257 0.489969
1.46015 454.517 0.491338
1.4577 479.554 0.492698
1.45527 504.37 0.494052
1.45287 528.967 0.495397
1.45049 553.347 0.496735
1.44814 577.514 0.498064
1.44582 601.47 0.499387
1.44352 625.217 0.500701
1.44125 648.757 0.502007
1.43901 672.092 0.503306
1.43679 695.226 0.504596
1.43459 718.159 0.505879
1.43242 740.895 0.507154
1.43027 763.436 0.508421
0.916417 785.783 0.509681
current vp 352.11
1.47026 352.11 0.485817
1.46769 378.056 0.487209
1.46515 403.771 0.488593
1.46264 429.257 0.489969
1.46015 454.517 0.491338
1.4577 479.554 0.492698
1.45527 504.37 0.494052
1.45287 528.967 0.495397
1.45049 553.347 0.496735
1.44814 577.514 0.498064
1.44582 601.47 0.499387
1.44352 625.217 0.500701
1.44125 648.757 0.502007
1.43901 672.092 0.503306
1.43679 695.226 0.504596
1.43459 718.159 0.505879
1.43242 740.895 0.507154
1.43027 763.436 0.508421
0.916417 785.783 0.509681
current vp 369.757
1.46851 369.757 0.486763
1.46596 395.546 0.488149
1.46344 421.106 0.489528
1.46095 446.438 0.490899
1.45848 471.546 0.492262
1.45605 496.432 0.493618
1.45363 521.099 0.494966
1.45125 545.549 0.496306
1.44889 569.785 0.497638
1.44656 593.808 0.498963
1.44426 617.621 0.50028
1.44198 641.227 0.501589
1.43973 664.628 0.50289
1.4375 687.826 0.504183
1.43529 710.824 0.505468
1.43311 733.623 0.506746
1.43096 756.226 0.508015
1.37401 778.635 0.509277
current vp 369.757
1.46851 369.757 0.486763
1.46596 395.546 0.488149
1.46344 421.106 0.489528
1.46095 446.438 0.490899
1.45848 471.546 0.492262
1.45605 496.432 0.493618
1.45363 521.099 0.494966
1.45125 545.549 0.496306
1.44889 569.785 0.497638
1.44656 593.808 0.498963
1.44426 617.621 0.50028
1.44198 641.227 0.501589
1.43973 664.628 0.50289
1.4375 687.826 0.504183
1.43529 710.824 0.505468
1.43311 733.623 0.506746
1.43096 756.226 0.508015
1.37401 778.635 0.509277
current vp 387.319
1.46678 387.319 0.487706
1.46425 412.951 0.489087
1.46174 438.356 0.490461
1.45927 463.536 0.491827
1.45682 488.493 0.493185
1.4544 513.23 0.494535
1.45201 537.749 0.495878
1.44965 562.053 0.497212
1.44731 586.144 0.49854
1.44499 610.024 0.499859
1.44271 633.696 0.50117
1.44044 657.163 0.502474
1.43821 680.425 0.50377
1.436 703.487 0.505058
1.43381 726.349 0.506338
1.43165 749.015 0.50761
1.42951 771.486 0.508874
0.402974 793.764 0.51013
current vp 387.319
1.46678 387.319 0.487706
1.46425 412.951 0.489087
1.46174 438.356 0.490461
1.45927 463.536 0.491827
1.45682 488.493 0.493185
1.4544 513.23 0.494535
1.45201 537.749 0.495878
1.44965 562.053 0.497212
1.44731 586.144 0.49854
1.44499 610.024 0.499859
1.44271 633.696 0.50117
1.44044 657.163 0.502474
1.43821 680.425 0.50377
1.436 703.487 0.505058
1.43381 726.349 0.506338
1.43165 749.015 0.50761
1.42951 771.486 0.508874
0.402974 793.764 0.51013
current vp 404.794
1.46505 404.794 0.488647
1.46254 430.271 0.490023
1.46006 455.523 0.491391
1.4576 480.551 0.492752
1.45517 505.358 0.494104
1.45277 529.946 0.49545
1.4504 554.318 0.496787
1.44805 578.477 0.498116
1.44573 602.424 0.499438
1.44343 626.163 0.500752
1.44116 649.695 0.502058
1.43892 673.022 0.503357
1.4367 696.148 0.504647
1.4345 719.074 0.505929
1.43233 741.802 0.507204
1.43019 764.335 0.508471
0.859185 786.674 0.50973
current vp 404.794
1.46505 404.794 0.488647
1.46254 430.271 0.490023
1.46006 455.523 0.491391
1.4576 480.551 0.492752
1.45517 505.358 0.494104
1.45277 529.946 0.49545
1.4504 554.318 0.496787
1.44805 578.477 0.498116
1.44573 602.424 0.499438
1.44343 626.163 0.500752
1.44116 649.695 0.502058
1.43892 673.022 0.503357
1.4367 696.148 0.504647
1.4345 719.074 0.505929
1.43233 741.802 0.507204
1.43019 764.335 0.508471
0.859185 786.674 0.50973
current vp 422.184
1.46334 422.184 0.489585
1.46084 447.507 0.490956
1.45838 472.606 0.492319
1.45594 497.483 0.493674
1.45353 522.141 0.495022
1.45115 546.582 0.496362
1.4488 570.808 0.497694
1.44647 594.823 0.499018
1.44416 618.628 0.500334
1.44188 642.225 0.501643
1.43963 665.617 0.502944
1.4374 688.807 0.504237
1.4352 711.796 0.505522
1.43302 734.587 0.506799
1.43087 757.182 0.508068
1.31343 779.583 0.50933
current vp 422.184
1.46334 422.184 0.489585
1.46084 447.507 0.490956
1.45838 472.606 0.492319
1.45594 497.483 0.493674
1.45353 522.141 0.495022
1.45115 546.582 0.496362
1.4488 570.808 0.497694
1.44647 594.823 0.499018
1.44416 618.628 0.500334
1.44188 642.225 0.501643
1.43963 665.617 0.502944
1.4374 688.807 0.504237
1.4352 711.796 0.505522
1.43302 734.587 0.506799
1.43087 757.182 0.508068
1.31343 779.583 0.50933
current vp 439.489
1.46163 439.489 0.490521
1.45916 464.659 0.491886
1.45672 489.606 0.493244
1.4543 514.333 0.494594
1.45191 538.843 0.495937
1.44954 563.138 0.497271
1.4472 587.219 0.498598
1.44489 611.09 0.499917
1.44261 634.753 0.501228
1.44035 658.211 0.502531
1.43811 681.465 0.503826
1.4359 704.517 0.505114
1.43371 727.371 0.506394
1.43155 750.028 0.507666
1.42941 772.49 0.50893
0.338708 794.76 0.510186
current vp 439.489
1.46163 439.489 0.490521
1.45916 464.659 0.491886
1.45672 489.606 0.493244
1.4543 514.333 0.494594
1.45191 538.843 0.495937
1.44954 563.138 0.497271
1.4472 587.219 0.498598
1.44489 611.09 0.499917
1.44261 634.753 0.501228
1.44035 658.211 0.502531
1.43811 681.465 0.503826
1.4359 704.517 0.505114
1.43371 727.371 0.506394
1.43155 750.028 0.507666
1.42941 772.49 0.50893
0.338708 794.76 0.510186
current vp 456.71
1.45994 456.71 0.491454
1.45749 481.727 0.492815
1.45506 506.524 0.494167
1.45266 531.102 0.495512
1.45029 555.465 0.496849
1.44794 579.613 0.498178
1.44562 603.551 0.499499
1.44333 627.28 0.500813
1.44106 650.802 0.502119
1.43882 674.12 0.503417
1.4366 697.236 0.504707
1.4344 720.153 0.505989
1.43223 742.872 0.507263
1.43009 765.396 0.50853
0.791599 787.727 0.509788
current vp 456.71
1.45994 456.71 0.491454
1.45749 481.727 0.492815
1.45506 506.524 0.494167
1.45266 531.102 0.495512
1.45029 555.465 0.496849
1.44794 579.613 0.498178
1.44562 603.551 0.499499
1.44333 627.28 0.500813
1.44106 650.802 0.502119
1.43882 674.12 0.503417
1.4366 697.236 0.504707
1.4344 720.153 0.505989
1.43223 742.872 0.507263
1.43009 765.396 0.50853
0.791599 787.727 0.509788
current vp 473.846
1.45826 473.846 0.492385
1.45583 498.712 0.49374
1.45342 523.359 0.495087
1.45104 547.789 0.496427
1.44868 572.005 0.497759
1.44635 596.01 0.499082
1.44405 619.804 0.500398
1.44177 643.392 0.501707
1.43952 666.774 0.503007
1.4373 689.954 0.5043
1.43509 712.933 0.505584
1.43292 735.715 0.506861
1.43076 758.3 0.50813
1.24255 780.692 0.509391
current vp 473.846
1.45826 473.846 0.492385
1.45583 498.712 0.49374
1.45342 523.359 0.495087
1.45104 547.789 0.496427
1.44868 572.005 0.497759
1.44635 596.01 0.499082
1.44405 619.804 0.500398
1.44177 643.392 0.501707
1.43952 666.774 0.503007
1.4373 689.954 0.5043
1.43509 712.933 0.505584
1.43292 735.715 0.506861
1.43076 758.3 0.50813
1.24255 780.692 0.509391
current vp 490.898
1.45659 490.898 0.493314
1.45417 515.614 0.494663
1.45178 540.112 0.496005
1.44942 564.396 0.497339
1.44709 588.466 0.498666
1.44477 612.327 0.499984
1.44249 635.979 0.501295
1.44023 659.426 0.502598
1.438 682.67 0.503893
1.43579 705.712 0.50518
1.4336 728.556 0.506459
1.43144 751.203 0.507731
1.4293 773.655 0.508994
0.26415 795.915 0.51025
current vp 490.898
1.45659 490.898 0.493314
1.45417 515.614 0.494663
1.45178 540.112 0.496005
1.44942 564.396 0.497339
1.44709 588.466 0.498666
1.44477 612.327 0.499984
1.44249 635.979 0.501295
1.44023 659.426 0.502598
1.438 682.67 0.503893
1.43579 705.712 0.50518
1.4336 728.556 0.506459
1.43144 751.203 0.507731
1.4293 773.655 0.508994
0.26415 795.915 0.51025
current vp 507.866
1.45493 507.866 0.494239
1.45253 532.433 0.495584
1.45016 556.784 0.49692
1.44782 580.921 0.498249
1.4455 604.847 0.49957
1.44321 628.565 0.500883
1.44094 652.076 0.502189
1.4387 675.384 0.503486
1.43648 698.489 0.504776
1.43429 721.395 0.506057
1.43212 744.103 0.507331
1.42997 766.617 0.508597
0.713784 788.937 0.509856
current vp 507.866
1.45493 507.866 0.494239
1.45253 532.433 0.495584
1.45016 556.784 0.49692
1.44782 580.921 0.498249
1.4455 604.847 0.49957
1.44321 628.565 0.500883
1.44094 652.076 0.502189
1.4387 675.384 0.503486
1.43648 698.489 0.504776
1.43429 721.395 0.506057
1.43212 744.103 0.507331
1.42997 766.617 0.508597
0.713784 788.937 0.509856
current vp 524.751
1.45328 524.751 0.495163
1.4509 549.169 0.496502
1.44855 573.374 0.497833
1.44622 597.366 0.499156
1.44392 621.149 0.500472
1.44165 644.725 0.50178
1.4394 668.096 0.50308
1.43717 691.264 0.504372
1.43497 714.233 0.505656
1.4328 737.003 0.506932
1.43064 759.577 0.508201
1.16151 781.958 0.509461
current vp 524.751
1.45328 524.751 0.495163
1.4509 549.169 0.496502
1.44855 573.374 0.497833
1.44622 597.366 0.499156
1.44392 621.149 0.500472
1.44165 644.725 0.50178
1.4394 668.096 0.50308
1.43717 691.264 0.504372
1.43497 714.233 0.505656
1.4328 737.003 0.506932
1.43064 759.577 0.508201
1.16151 781.958 0.509461
current vp 541.553
1.45165 541.553 0.496083
1.44928 565.824 0.497417
1.44695 589.883 0.498743
1.44464 613.731 0.500061
1.44236 637.371 0.501371
1.4401 660.806 0.502673
1.43787 684.038 0.503968
1.43566 707.069 0.505255
1.43347 729.901 0.506534
1.43132 752.536 0.507804
1.42918 774.977 0.509068
0.179422 797.227 0.510323
current vp 541.553
1.45165 541.553 0.496083
1.44928 565.824 0.497417
1.44695 589.883 0.498743
1.44464 613.731 0.500061
1.44236 637.371 0.501371
1.4401 660.806 0.502673
1.43787 684.038 0.503968
1.43566 707.069 0.505255
1.43347 729.901 0.506534
1.43132 752.536 0.507804
1.42918 774.977 0.509068
0.179422 797.227 0.510323
current vp 558.273
1.45002 558.273 0.497001
1.44768 582.397 0.498329
1.44536 606.311 0.49965
1.44307 630.016 0.500963
1.4408 653.515 0.502267
1.43856 676.81 0.503564
1.43634 699.903 0.504854
1.43415 722.797 0.506135
1.43199 745.494 0.507408
1.42984 767.995 0.508674
0.625859 790.304 0.509932
current vp 558.273
1.45002 558.273 0.497001
1.44768 582.397 0.498329
1.44536 606.311 0.49965
1.44307 630.016 0.500963
1.4408 653.515 0.502267
1.43856 676.81 0.503564
1.43634 699.903 0.504854
1.43415 722.797 0.506135
1.43199 745.494 0.507408
1.42984 767.995 0.508674
0.625859 790.304 0.509932
current vp 574.91
1.4484 574.91 0.497916
1.44608 598.889 0.499239
1.44378 622.659 0.500555
1.4415 646.222 0.501862
1.43926 669.58 0.503161
1.43703 692.736 0.504453
1.43483 715.692 0.505737
1.43266 738.45 0.507012
1.43051 761.012 0.50828
1.07041 783.381 0.509541
current vp 574.91
1.4484 574.91 0.497916
1.44608 598.889 0.499239
1.44378 622.659 0.500555
1.4415 646.222 0.501862
1.43926 669.58 0.503161
1.43703 692.736 0.504453
1.43483 715.692 0.505737
1.43266 738.45 0.507012
1.43051 761.012 0.50828
1.07041 783.381 0.509541
current vp 591.466
1.4468 591.466 0.498829
1.44449 615.3 0.500147
1.44221 638.927 0.501456
1.43995 662.349 0.502758
1.43772 685.567 0.504052
1.43551 708.585 0.505338
1.43333 731.404 0.506617
1.43118 754.027 0.507887
1.42904 776.456 0.50915
0.0846449 798.692 0.510404
current vp 591.466
1.4468 591.466 0.498829
1.44449 615.3 0.500147
1.44221 638.927 0.501456
1.43995 662.349 0.502758
1.43772 685.567 0.504052
1.43551 708.585 0.505338
1.43333 731.404 0.506617
1.43118 754.027 0.507887
1.42904 776.456 0.50915
0.0846449 798.692 0.510404
current vp 607.94
1.4452 607.94 0.499739
1.44291 631.631 0.501051
1.44065 655.116 0.502355
1.43841 678.397 0.503652
1.4362 701.477 0.504941
1.43401 724.357 0.506221
1.43184 747.041 0.507494
1.4297 769.529 0.508759
0.52794 791.825 0.510016
current vp 607.94
1.4452 607.94 0.499739
1.44291 631.631 0.501051
1.44065 655.116 0.502355
1.43841 678.397 0.503652
1.4362 701.477 0.504941
1.43401 724.357 0.506221
1.43184 747.041 0.507494
1.4297 769.529 0.508759
0.52794 791.825 0.510016
current vp 624.333
1.44362 624.333 0.500646
1.44135 647.881 0.501953
1.4391 671.225 0.503252
1.43688 694.367 0.504543
1.43468 717.309 0.505826
1.43251 740.053 0.507101
1.43036 762.602 0.508369
0.969378 784.957 0.509628
current vp 624.333
1.44362 624.333 0.500646
1.44135 647.881 0.501953
1.4391 671.225 0.503252
1.43688 694.367 0.504543
1.43468 717.309 0.505826
1.43251 740.053 0.507101
1.43036 762.602 0.508369
0.969378 784.957 0.509628
current vp 640.645
1.44204 640.645 0.501551
1.43979 664.052 0.502852
1.43756 687.256 0.504145
1.43536 710.259 0.505431
1.43318 733.064 0.506709
1.43102 755.672 0.507979
1.40896 778.087 0.509241
current vp 640.645
1.44204 640.645 0.501551
1.43979 664.052 0.502852
1.43756 687.256 0.504145
1.43536 710.259 0.505431
1.43318 733.064 0.506709
1.43102 755.672 0.507979
1.40896 778.087 0.509241
current vp 656.877
1.44048 656.877 0.502452
1.43824 680.143 0.503748
1.43603 703.207 0.505036
1.43384 726.073 0.506316
1.43168 748.742 0.507589
1.42954 771.216 0.508853
0.420147 793.498 0.51011
current vp 656.877
1.44048 656.877 0.502452
1.43824 680.143 0.503748
1.43603 703.207 0.505036
1.43384 726.073 0.506316
1.43168 748.742 0.507589
1.42954 771.216 0.508853
0.420147 793.498 0.51011
current vp 673.028
1.43893 673.028 0.503351
1.43671 696.154 0.504642
1.43451 719.081 0.505924
1.43234 741.81 0.507199
1.4302 764.344 0.508466
0.858527 786.684 0.509725
current vp 673.028
1.43893 673.028 0.503351
1.43671 696.154 0.504642
1.43451 719.081 0.505924
1.43234 741.81 0.507199
1.4302 764.344 0.508466
0.858527 786.684 0.509725
current vp 689.1
1.43739 689.1 0.504247
1.43518 712.088 0.505532
1.433 734.877 0.506809
1.43085 757.47 0.508079
1.29508 779.87 0.50934
current vp 689.1
1.43739 689.1 0.504247
1.43518 712.088 0.505532
1.433 734.877 0.506809
1.43085 757.47 0.508079
1.29508 779.87 0.50934
current vp 705.093
1.43585 705.093 0.505141
1.43367 727.942 0.50642
1.43151 750.595 0.507692
1.42937 773.054 0.508956
0.302599 795.32 0.510212
current vp 705.093
1.43585 705.093 0.505141
1.43367 727.942 0.50642
1.43151 750.595 0.507692
1.42937 773.054 0.508956
0.302599 795.32 0.510212
current vp 721.006
1.43433 721.006 0.506031
1.43216 743.719 0.507305
1.43002 766.236 0.508571
0.737979 788.561 0.50983
current vp 721.006
1.43433 721.006 0.506031
1.43216 743.719 0.507305
1.43002 766.236 0.508571
0.737979 788.561 0.50983
current vp 736.841
1.43282 736.841 0.506919
1.43067 759.418 0.508187
1.17156 781.801 0.509448
current vp 736.841
1.43282 736.841 0.506919
1.43067 759.418 0.508187
1.17156 781.801 0.509448
current vp 752.598
1.43132 752.598 0.507803
1.42918 775.039 0.509067
0.175413 797.289 0.510322
current vp 752.598
1.43132 752.598 0.507803
1.42918 775.039 0.509067
0.175413 797.289 0.510322
current vp 768.277
1.42983 768.277 0.508685
0.607849 790.584 0.509943
current vp 768.277
1.42983 768.277 0.508685
0.607849 790.584 0.509943
current vp 783.878
1.03851 783.878 0.509564
current vp 783.878
1.03851 783.878 0.509564
current vp 800
current vp 800
