current vp 0
1.45467 510.435 0.494388
1.45227 534.978 0.495731
1.4499 559.305 0.497067
1.44756 583.419 0.498395
1.44525 607.323 0.499715
1.44296 631.018 0.501027
1.44069 654.506 0.502331
1.43845 677.791 0.503628
1.43624 700.875 0.504917
1.43405 723.759 0.506198
1.43188 746.446 0.507471
1.42974 768.938 0.508736
0.565818 791.237 0.509993
current vp 133.502
1.49211 133.502 0.474292
1.4893 161.415 0.475744
1.48652 189.076 0.477189
1.48377 216.485 0.478627
1.48105 243.647 0.480057
1.47836 270.565 0.481479
1.4757 297.24 0.482894
1.47307 323.676 0.484302
1.47047 349.876 0.485702
1.4679 375.841 0.487094
1.46536 401.575 0.488478
1.46284 427.08 0.489855
1.46036 452.359 0.491225
1.4579 477.414 0.492586
1.45547 502.248 0.49394
1.45306 526.863 0.495286
1.45069 551.261 0.496624
1.44834 575.446 0.497955
1.44601 599.419 0.499277
1.44371 623.183 0.500592
1.44144 646.74 0.501899
1.43919 670.092 0.503199
1.43697 693.242 0.50449
1.43477 716.192 0.505773
1.4326 738.944 0.507049
1.43045 761.501 0.508317
1.03949 783.864 0.509577
current vp 133.502
1.49211 133.502 0.474292
1.4893 161.415 0.475744
1.48652 189.076 0.477189
1.48377 216.485 0.478627
1.48105 243.647 0.480057
1.47836 270.565 0.481479
1.4757 297.24 0.482894
1.47307 323.676 0.484302
1.47047 349.876 0.485702
1.4679 375.841 0.487094
1.46536 401.575 0.488478
1.46284 427.08 0.489855
1.46036 452.359 0.491225
1.4579 477.414 0.492586
1.45547 502.248 0.49394
1.45306 526.863 0.495286
1.45069 551.261 0.496624
1.44834 575.446 0.497955
1.44601 599.419 0.499277
1.44371 623.183 0.500592
1.44144 646.74 0.501899
1.43919 670.092 0.503199
1.43697 693.242 0.50449
1.43477 716.192 0.505773
1.4326 738.944 0.507049
1.43045 761.501 0.508317
1.03949 783.864 0.509577
current vp 152.209
1.49023 152.209 0.475264
1.48744 179.953 0.476711
1.48468 207.445 0.478151
1.48195 234.689 0.479584
1.47925 261.687 0.481009
1.47658 288.442 0.482427
1.47394 314.957 0.483837
1.47133 341.235 0.485239
1.46875 367.277 0.486634
1.4662 393.088 0.488021
1.46367 418.668 0.4894
1.46118 444.022 0.490772
1.45871 469.15 0.492136
1.45627 494.057 0.493493
1.45386 518.744 0.494841
1.45147 543.214 0.496182
1.44911 567.469 0.497515
1.44678 591.512 0.49884
1.44447 615.345 0.500158
1.44219 638.97 0.501468
1.43993 662.39 0.502769
1.4377 685.607 0.504063
1.4355 708.623 0.505349
1.43331 731.44 0.506628
1.43116 754.061 0.507898
1.42902 776.488 0.509161
0.0826362 798.723 0.510415
current vp 152.209
1.49023 152.209 0.475264
1.48744 179.953 0.476711
1.48468 207.445 0.478151
1.48195 234.689 0.479584
1.47925 261.687 0.481009
1.47658 288.442 0.482427
1.47394 314.957 0.483837
1.47133 341.235 0.485239
1.46875 367.277 0.486634
1.4662 393.088 0.488021
1.46367 418.668 0.4894
1.46118 444.022 0.490772
1.45871 469.15 0.492136
1.45627 494.057 0.493493
1.45386 518.744 0.494841
1.45147 543.214 0.496182
1.44911 567.469 0.497515
1.44678 591.512 0.49884
1.44447 615.345 0.500158
1.44219 638.97 0.501468
1.43993 662.39 0.502769
1.4377 685.607 0.504063
1.4355 708.623 0.505349
1.43331 731.44 0.506628
1.43116 754.061 0.507898
1.42902 776.488 0.509161
0.0826362 798.723 0.510415
current vp 170.826
1.48836 170.826 0.476234
1.48559 198.401 0.477677
1.48285 225.727 0.479112
1.48014 252.806 0.480539
1.47746 279.641 0.481959
1.47481 306.235 0.483372
1.47219 332.591 0.484777
1.4696 358.71 0.486174
1.46704 384.597 0.487564
1.4645 410.253 0.488946
1.462 435.681 0.49032
1.45952 460.884 0.491687
1.45707 485.864 0.493046
1.45465 510.623 0.494397
1.45226 535.165 0.49574
1.44989 559.49 0.497076
1.44755 583.603 0.498404
1.44523 607.505 0.499724
1.44294 631.198 0.501036
1.44068 654.686 0.50234
1.43844 677.969 0.503637
1.43622 701.051 0.504926
1.43403 723.934 0.506206
1.43187 746.62 0.507479
1.42973 769.111 0.508745
0.554783 791.409 0.510002
current vp 170.826
1.48836 170.826 0.476234
1.48559 198.401 0.477677
1.48285 225.727 0.479112
1.48014 252.806 0.480539
1.47746 279.641 0.481959
1.47481 306.235 0.483372
1.47219 332.591 0.484777
1.4696 358.71 0.486174
1.46704 384.597 0.487564
1.4645 410.253 0.488946
1.462 435.681 0.49032
1.45952 460.884 0.491687
1.45707 485.864 0.493046
1.45465 510.623 0.494397
1.45226 535.165 0.49574
1.44989 559.49 0.497076
1.44755 583.603 0.498404
1.44523 607.505 0.499724
1.44294 631.198 0.501036
1.44068 654.686 0.50234
1.43844 677.969 0.503637
1.43622 701.051 0.504926
1.43403 723.934 0.506206
1.43187 746.62 0.507479
1.42973 769.111 0.508745
0.554783 791.409 0.510002
current vp 189.353
1.4865 189.353 0.477203
1.48375 216.761 0.47864
1.48103 243.921 0.48007
1.47834 270.836 0.481492
1.47568 297.509 0.482907
1.47305 323.943 0.484315
1.47045 350.14 0.485715
1.46788 376.103 0.487107
1.46533 401.835 0.488491
1.46282 427.338 0.489868
1.46033 452.615 0.491237
1.45788 477.667 0.492599
1.45545 502.499 0.493953
1.45304 527.112 0.495299
1.45066 551.509 0.496637
1.44831 575.691 0.497967
1.44599 599.662 0.49929
1.44369 623.424 0.500605
1.44142 646.979 0.501912
1.43917 670.33 0.503211
1.43695 693.478 0.504502
1.43475 716.426 0.505785
1.43258 739.176 0.507061
1.43043 761.731 0.508329
1.02485 784.092 0.509589
current vp 189.353
1.4865 189.353 0.477203
1.48375 216.761 0.47864
1.48103 243.921 0.48007
1.47834 270.836 0.481492
1.47568 297.509 0.482907
1.47305 323.943 0.484315
1.47045 350.14 0.485715
1.46788 376.103 0.487107
1.46533 401.835 0.488491
1.46282 427.338 0.489868
1.46033 452.615 0.491237
1.45788 477.667 0.492599
1.45545 502.499 0.493953
1.45304 527.112 0.495299
1.45066 551.509 0.496637
1.44831 575.691 0.497967
1.44599 599.662 0.49929
1.44369 623.424 0.500605
1.44142 646.979 0.501912
1.43917 670.33 0.503211
1.43695 693.478 0.504502
1.43475 716.426 0.505785
1.43258 739.176 0.507061
1.43043 761.731 0.508329
1.02485 784.092 0.509589
current vp 207.791
1.48465 207.791 0.478169
1.48192 235.032 0.479601
1.47922 262.027 0.481026
1.47655 288.779 0.482443
1.47391 315.292 0.483853
1.4713 341.566 0.485256
1.46872 367.606 0.48665
1.46617 393.413 0.488037
1.46364 418.991 0.489417
1.46115 444.342 0.490788
1.45868 469.468 0.492152
1.45624 494.372 0.493509
1.45383 519.057 0.494857
1.45144 543.524 0.496198
1.44908 567.777 0.497531
1.44675 591.817 0.498856
1.44444 615.647 0.500174
1.44216 639.27 0.501483
1.43991 662.688 0.502785
1.43768 685.902 0.504079
1.43547 708.916 0.505365
1.43329 731.731 0.506643
1.43113 754.349 0.507913
1.429 776.774 0.509176
0.0642969 799.007 0.51043
current vp 207.791
1.48465 207.791 0.478169
1.48192 235.032 0.479601
1.47922 262.027 0.481026
1.47655 288.779 0.482443
1.47391 315.292 0.483853
1.4713 341.566 0.485256
1.46872 367.606 0.48665
1.46617 393.413 0.488037
1.46364 418.991 0.489417
1.46115 444.342 0.490788
1.45868 469.468 0.492152
1.45624 494.372 0.493509
1.45383 519.057 0.494857
1.45144 543.524 0.496198
1.44908 567.777 0.497531
1.44675 591.817 0.498856
1.44444 615.647 0.500174
1.44216 639.27 0.501483
1.43991 662.688 0.502785
1.43768 685.902 0.504079
1.43547 708.916 0.505365
1.43329 731.731 0.506643
1.43113 754.349 0.507913
1.429 776.774 0.509176
0.0642969 799.007 0.51043
current vp 226.139
1.48281 226.139 0.479133
1.4801 253.215 0.48056
1.47742 280.046 0.48198
1.47477 306.637 0.483392
1.47215 332.989 0.484797
1.46956 359.106 0.486194
1.467 384.989 0.487584
1.46447 410.642 0.488966
1.46196 436.067 0.49034
1.45949 461.266 0.491706
1.45704 486.243 0.493065
1.45462 510.999 0.494416
1.45222 535.537 0.49576
1.44985 559.86 0.497095
1.44751 583.969 0.498423
1.4452 607.868 0.499743
1.44291 631.559 0.501055
1.44064 655.043 0.502359
1.4384 678.324 0.503656
1.43619 701.403 0.504944
1.434 724.283 0.506225
1.43184 746.966 0.507498
1.42969 769.454 0.508763
0.532856 791.749 0.51002
current vp 226.139
1.48281 226.139 0.479133
1.4801 253.215 0.48056
1.47742 280.046 0.48198
1.47477 306.637 0.483392
1.47215 332.989 0.484797
1.46956 359.106 0.486194
1.467 384.989 0.487584
1.46447 410.642 0.488966
1.46196 436.067 0.49034
1.45949 461.266 0.491706
1.45704 486.243 0.493065
1.45462 510.999 0.494416
1.45222 535.537 0.49576
1.44985 559.86 0.497095
1.44751 583.969 0.498423
1.4452 607.868 0.499743
1.44291 631.559 0.501055
1.44064 655.043 0.502359
1.4384 678.324 0.503656
1.43619 701.403 0.504944
1.434 724.283 0.506225
1.43184 746.966 0.507498
1.42969 769.454 0.508763
0.532856 791.749 0.51002
current vp 244.399
1.48098 244.399 0.480094
1.47829 271.31 0.481517
1.47563 297.979 0.482931
1.473 324.409 0.484339
1.4704 350.602 0.485738
1.46783 376.561 0.48713
1.46529 402.289 0.488515
1.46278 427.788 0.489891
1.46029 453.061 0.491261
1.45783 478.11 0.492622
1.4554 502.938 0.493975
1.453 527.547 0.495321
1.45062 551.94 0.496659
1.44827 576.119 0.49799
1.44595 600.087 0.499312
1.44365 623.845 0.500627
1.44138 647.397 0.501934
1.43913 670.744 0.503233
1.43691 693.888 0.504524
1.43471 716.833 0.505807
1.43254 739.58 0.507083
1.43039 762.132 0.50835
0.999368 784.49 0.50961
current vp 244.399
1.48098 244.399 0.480094
1.47829 271.31 0.481517
1.47563 297.979 0.482931
1.473 324.409 0.484339
1.4704 350.602 0.485738
1.46783 376.561 0.48713
1.46529 402.289 0.488515
1.46278 427.788 0.489891
1.46029 453.061 0.491261
1.45783 478.11 0.492622
1.4554 502.938 0.493975
1.453 527.547 0.495321
1.45062 551.94 0.496659
1.44827 576.119 0.49799
1.44595 600.087 0.499312
1.44365 623.845 0.500627
1.44138 647.397 0.501934
1.43913 670.744 0.503233
1.43691 693.888 0.504524
1.43471 716.833 0.505807
1.43254 739.58 0.507083
1.43039 762.132 0.50835
0.999368 784.49 0.50961
current vp 262.57
1.47916 262.57 0.481054
1.4765 289.318 0.482471
1.47386 315.825 0.483881
1.47125 342.095 0.485283
1.46867 368.13 0.486677
1.46612 393.933 0.488064
1.46359 419.507 0.489444
1.4611 444.853 0.490815
1.45863 469.975 0.492179
1.45619 494.875 0.493535
1.45378 519.555 0.494883
1.4514 544.018 0.496224
1.44904 568.267 0.497557
1.4467 592.303 0.498882
1.4444 616.129 0.500199
1.44212 639.748 0.501509
1.43986 663.161 0.50281
1.43763 686.372 0.504104
1.43543 709.381 0.50539
1.43325 732.193 0.506668
1.43109 754.808 0.507938
1.42896 777.228 0.5092
0.0351289 799.457 0.510454
current vp 262.57
1.47916 262.57 0.481054
1.4765 289.318 0.482471
1.47386 315.825 0.483881
1.47125 342.095 0.485283
1.46867 368.13 0.486677
1.46612 393.933 0.488064
1.46359 419.507 0.489444
1.4611 444.853 0.490815
1.45863 469.975 0.492179
1.45619 494.875 0.493535
1.45378 519.555 0.494883
1.4514 544.018 0.496224
1.44904 568.267 0.497557
1.4467 592.303 0.498882
1.4444 616.129 0.500199
1.44212 639.748 0.501509
1.43986 663.161 0.50281
1.43763 686.372 0.504104
1.43543 709.381 0.50539
1.43325 732.193 0.506668
1.43109 754.808 0.507938
1.42896 777.228 0.5092
0.0351289 799.457 0.510454
current vp 280.653
1.47736 280.653 0.482011
1.47471 307.238 0.483423
1.47209 333.585 0.484828
1.4695 359.696 0.486225
1.46694 385.575 0.487614
1.46441 411.222 0.488996
1.46191 436.642 0.49037
1.45943 461.837 0.491736
1.45698 486.809 0.493095
1.45456 511.56 0.494446
1.45217 536.094 0.495789
1.4498 560.411 0.497124
1.44746 584.516 0.498452
1.44515 608.411 0.499772
1.44286 632.097 0.501084
1.44059 655.577 0.502388
1.43835 678.853 0.503684
1.43614 701.927 0.504972
1.43395 724.803 0.506253
1.43179 747.482 0.507526
1.42965 769.965 0.508791
0.500172 792.256 0.510047
current vp 280.653
1.47736 280.653 0.482011
1.47471 307.238 0.483423
1.47209 333.585 0.484828
1.4695 359.696 0.486225
1.46694 385.575 0.487614
1.46441 411.222 0.488996
