Run No., Proc No., TBV(Ogawa),Cpre, H(%), Sex , Height(cm),Weight(kg),Yield, Vp, Vc, Vintarg, Vac, Time(min), Qin-pp, Qin-mr, Qch-mr,Time(mr),Time(PCA),Time(ExtPCA),Time(PIR_PLASMA),Time(PIR_NOPLASMA),Rpm(mr),Rpm(pp),Status
45,1,2999.06,350.00,0.40,1,122.00,45.00, 2.20,250.00,220.00,1291.83,168.53,42.61,60.00,60.00, 0.00, 0.00, 4.04, 5.62, 0.00, 0.00, 2777.46, 2777.46,0
45,2,2999.06,350.00,0.40,1,122.00,45.00, 3.20,210.00,260.00,1791.70,175.72,44.52,60.00,60.00, 4.29, 9.21, 6.29, 0.30, 0.00, 0.00, 2777.46, 2777.46,0
45,3,2999.06,350.00,0.40,1,122.00,45.00, 4.00,0.00,263.55,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
46,1,2999.06,350.00,0.41,1,122.00,45.00, 2.20,250.00,220.00,1291.77,174.67,44.24,60.00,60.00, 0.00, 0.00, 4.36, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
46,2,2999.06,350.00,0.41,1,122.00,45.00, 3.20,210.00,260.00,1791.60,176.22,44.65,60.00,60.00, 4.29, 7.46, 7.11, 0.43, 0.00, 0.00, 2777.46, 2777.46,0
46,3,2999.06,350.00,0.41,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
47,1,2999.06,350.00,0.42,1,122.00,45.00, 2.20,250.00,219.98,1291.57,181.62,46.08,60.00,60.00, 0.00, 0.00, 4.82, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
47,2,2999.06,350.00,0.42,1,122.00,45.00, 3.20,210.00,260.00,1791.54,181.73,46.11,60.00,60.00, 4.29, 7.36, 6.19, 1.90, 0.00, 0.00, 2777.46, 2777.46,0
47,3,2999.06,350.00,0.42,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
48,1,2999.06,350.00,0.43,1,122.00,45.00, 2.20,250.00,218.37,1286.11,188.90,48.02,60.00,60.00, 0.00, 0.00, 5.22, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
48,2,2999.06,350.00,0.43,1,122.00,45.00, 3.20,210.00,260.00,1791.58,178.21,45.18,60.00,60.00, 4.29, 2.98, 9.44, 0.96, 0.00, 0.00, 2777.46, 2777.46,0
48,3,2999.06,350.00,0.43,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
49,1,2999.06,350.00,0.44,1,122.00,45.00, 2.20,250.00,220.00,1291.61,198.01,50.43,60.00,60.00, 0.00, 0.00, 5.92, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
49,2,2999.06,350.00,0.44,1,122.00,45.00, 3.20,210.00,260.00,1792.59,180.29,45.73,60.00,60.00, 0.00, 0.00, 11.20, 1.49, 0.00, 0.00, 2777.46, 2777.46,0
49,3,2999.06,350.00,0.44,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
50,1,2999.06,350.00,0.45,1,122.00,45.00, 2.20,250.00,220.00,1291.51,207.88,53.08,60.00,60.00, 0.00, 0.00, 6.56, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
50,2,2999.06,350.00,0.45,1,122.00,45.00, 3.20,210.00,260.00,1791.88,185.42,47.09,60.00,60.00, 0.00, 0.00, 9.79, 2.87, 0.00, 0.00, 2777.46, 2777.46,0
50,3,2999.06,350.00,0.45,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
51,1,2999.06,350.00,0.46,1,122.00,45.00, 2.20,250.00,220.00,1291.42,220.12,56.40,60.00,60.00, 0.00, 0.00, 7.70, 5.44, 0.00, 0.00, 2777.46, 2777.46,0
51,2,2999.06,350.00,0.46,1,122.00,45.00, 3.20,210.00,260.00,1791.56,190.95,48.56,60.00,60.00, 0.00, 0.00, 8.23, 4.35, 0.00, 0.00, 2777.46, 2777.46,0
51,3,2999.06,350.00,0.46,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
52,1,2999.06,350.00,0.47,1,122.00,45.00, 2.20,250.00,220.00,1291.45,232.63,59.82,60.00,60.00, 0.00, 0.00, 8.09, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
52,2,2999.06,350.00,0.47,1,122.00,45.00, 3.20,210.00,260.00,1791.85,197.99,50.43,60.00,60.00, 0.00, 0.00, 7.04, 5.58, 0.00, 0.00, 2777.46, 2777.46,0
52,3,2999.06,350.00,0.47,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
53,1,2999.06,350.00,0.48,1,122.00,45.00, 2.20,250.00,219.98,1291.37,248.13,64.06,60.00,60.00, 0.00, 0.00, 9.01, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
53,2,2999.06,350.00,0.48,1,122.00,45.00, 3.20,210.00,259.65,1790.03,209.81,53.61,60.00,60.00, 0.00, 0.00, 7.65, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
53,3,2999.06,350.00,0.48,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
54,1,2999.06,350.00,0.49,1,122.00,45.00, 2.20,250.00,220.00,1291.39,266.70,69.16,60.00,60.00, 0.00, 0.00, 10.16, 5.65, 0.00, 0.00, 2777.46, 2777.46,0
54,2,2999.06,350.00,0.49,1,122.00,45.00, 3.20,210.00,259.36,1791.24,224.07,57.47,60.00,60.00, 0.00, 0.00, 8.54, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
54,3,2999.06,350.00,0.49,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
55,1,2999.06,350.00,0.50,1,122.00,45.00, 2.20,250.00,220.00,1291.36,288.94,75.30,60.00,60.00, 0.00, 0.00, 11.31, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
55,2,2999.06,350.00,0.50,1,122.00,45.00, 3.20,210.00,260.00,1791.34,242.08,62.38,60.00,60.00, 0.00, 0.00, 9.75, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
55,3,2999.06,350.00,0.50,1,122.00,45.00, 4.00,0.00,263.56,2249.79,213.21,55.25,0.00,60.00, 4.29, 45.03, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
56,1,2999.06,400.00,0.40,1,122.00,45.00, 2.20,250.00,217.24,1104.33,175.76,44.53,60.00,60.00, 0.00, 0.00, 5.44, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
56,2,2999.06,400.00,0.40,1,122.00,45.00, 3.20,210.00,260.00,1486.45,163.04,41.15,60.00,60.00, 0.00, 0.00, 8.53, 3.90, 0.00, 0.00, 2777.46, 2777.46,0
56,3,2999.06,400.00,0.40,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
57,1,2999.06,400.00,0.41,1,122.00,45.00, 2.20,250.00,220.00,1121.92,182.74,46.38,60.00,60.00, 0.00, 0.00, 6.05, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
57,2,2999.06,400.00,0.41,1,122.00,45.00, 3.20,210.00,260.00,1544.06,166.93,42.18,60.00,60.00, 0.00, 0.00, 8.92, 3.62, 0.00, 0.00, 2777.46, 2777.46,0
57,3,2999.06,400.00,0.41,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
58,1,2999.06,400.00,0.42,1,122.00,45.00, 2.20,250.00,220.00,1121.90,190.95,48.56,60.00,60.00, 0.00, 0.00, 7.16, 5.32, 0.00, 0.00, 2777.46, 2777.46,0
58,2,2999.06,400.00,0.42,1,122.00,45.00, 3.20,210.00,258.61,1496.37,170.69,43.18,60.00,60.00, 0.00, 0.00, 6.81, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
58,3,2999.06,400.00,0.42,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
59,1,2999.06,400.00,0.43,1,122.00,45.00, 2.20,250.00,220.00,1121.86,198.60,50.59,60.00,60.00, 0.00, 0.00, 7.40, 5.57, 0.00, 0.00, 2777.46, 2777.46,0
59,2,2999.06,400.00,0.43,1,122.00,45.00, 3.20,210.00,260.00,1543.92,175.99,44.59,60.00,60.00, 0.00, 0.00, 7.07, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
59,3,2999.06,400.00,0.43,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
60,1,2999.06,400.00,0.44,1,122.00,45.00, 2.20,250.00,218.99,1118.36,207.14,52.86,60.00,60.00, 0.00, 0.00, 7.80, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
60,2,2999.06,400.00,0.44,1,122.00,45.00, 3.20,210.00,258.04,1537.07,183.28,46.52,60.00,60.00, 0.00, 0.00, 7.57, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
60,3,2999.06,400.00,0.44,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
61,1,2999.06,400.00,0.45,1,122.00,45.00, 2.20,250.00,220.00,1121.78,217.97,55.77,60.00,60.00, 0.00, 0.00, 8.63, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
61,2,2999.06,400.00,0.45,1,122.00,45.00, 3.20,210.00,260.00,1544.27,193.33,49.20,60.00,60.00, 0.00, 0.00, 8.80, 5.48, 0.00, 0.00, 2777.46, 2777.46,0
61,3,2999.06,400.00,0.45,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
62,1,2999.06,400.00,0.46,1,122.00,45.00, 2.20,250.00,220.00,1114.18,231.33,59.42,60.00,60.00, 0.00, 0.00, 9.90, 5.49, 0.00, 0.00, 2777.46, 2777.46,0
62,2,2999.06,400.00,0.46,1,122.00,45.00, 3.20,210.00,260.00,1544.19,203.68,51.98,60.00,60.00, 0.00, 0.00, 9.67, 5.47, 0.00, 0.00, 2777.46, 2777.46,0
62,3,2999.06,400.00,0.46,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
63,1,2999.06,400.00,0.47,1,122.00,45.00, 2.20,250.00,219.99,1121.67,244.45,63.02,60.00,60.00, 0.00, 0.00, 10.41, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
63,2,2999.06,400.00,0.47,1,122.00,45.00, 3.20,210.00,260.00,1543.81,215.06,55.06,60.00,60.00, 0.00, 0.00, 10.32, 5.65, 0.00, 0.00, 2777.46, 2777.46,0
63,3,2999.06,400.00,0.47,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
64,1,2999.06,400.00,0.48,1,122.00,45.00, 2.20,250.00,220.00,1121.66,261.07,67.59,60.00,60.00, 0.00, 0.00, 11.50, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
64,2,2999.06,400.00,0.48,1,122.00,45.00, 3.20,210.00,256.90,1523.43,228.30,58.66,60.00,60.00, 0.00, 0.00, 11.13, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
64,3,2999.06,400.00,0.48,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
65,1,2999.06,400.00,0.49,1,122.00,45.00, 2.20,250.00,219.99,1121.57,280.68,73.00,60.00,60.00, 4.29, 1.86, 10.87, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
65,2,2999.06,400.00,0.49,1,122.00,45.00, 3.20,210.00,260.00,1543.61,245.31,63.30,60.00,60.00, 0.00, 0.00, 12.56, 5.68, 0.00, 0.00, 2777.46, 2777.46,0
65,3,2999.06,400.00,0.49,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
66,1,2999.06,400.00,0.50,1,122.00,45.00, 2.20,250.00,220.00,1121.54,306.42,80.99,60.00,60.00, 4.29, 5.67, 8.50, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
66,2,2999.06,400.00,0.50,1,122.00,45.00, 3.20,210.00,260.00,1543.55,265.11,68.73,60.00,60.00, 0.00, 0.00, 13.97, 5.69, 0.00, 0.00, 2777.46, 2777.46,0
66,3,2999.06,400.00,0.50,1,122.00,45.00, 4.00,0.00,264.19,1915.27,184.47,47.18,0.00,60.00, 4.29, 36.96, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
67,1,3499.06,150.00,0.40,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
67,2,3499.06,150.00,0.40,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
67,3,3499.06,150.00,0.40,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
68,1,3499.06,150.00,0.41,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
68,2,3499.06,150.00,0.41,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
68,3,3499.06,150.00,0.41,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
69,1,3499.06,150.00,0.42,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
69,2,3499.06,150.00,0.42,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
69,3,3499.06,150.00,0.42,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
70,1,3499.06,150.00,0.43,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
70,2,3499.06,150.00,0.43,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
70,3,3499.06,150.00,0.43,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
71,1,3499.06,150.00,0.44,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
71,2,3499.06,150.00,0.44,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
71,3,3499.06,150.00,0.44,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
72,1,3499.06,150.00,0.45,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
72,2,3499.06,150.00,0.45,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
72,3,3499.06,150.00,0.45,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
73,1,3499.06,150.00,0.46,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
73,2,3499.06,150.00,0.46,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
73,3,3499.06,150.00,0.46,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
74,1,3499.06,150.00,0.47,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
74,2,3499.06,150.00,0.47,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
74,3,3499.06,150.00,0.47,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
75,1,3499.06,150.00,0.48,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
75,2,3499.06,150.00,0.48,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
75,3,3499.06,150.00,0.48,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
76,1,3499.06,150.00,0.49,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
76,2,3499.06,150.00,0.49,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
76,3,3499.06,150.00,0.49,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
77,1,3499.06,150.00,0.50,1,122.00,55.00, 2.20,0.00,0.00,0.00,306.42,80.99,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
77,2,3499.06,150.00,0.50,1,122.00,55.00, 3.20,0.00,0.00,0.00,265.11,68.73,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
77,3,3499.06,150.00,0.50,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
78,1,3499.06,200.00,0.40,1,122.00,55.00, 2.20,250.00,219.21,2067.90,198.33,50.97,60.00,60.00, 4.29, 14.94, 2.74, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
78,2,3499.06,200.00,0.40,1,122.00,55.00, 3.20,210.00,260.00,2930.04,276.16,71.64,60.00,60.00, 4.29, 41.30, 0.00, 0.99, 0.00, 0.00, 2777.46, 2777.46,0
78,3,3499.06,200.00,0.40,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
79,1,3499.06,200.00,0.41,1,122.00,55.00, 2.20,250.00,220.00,2067.78,200.40,51.51,60.00,60.00, 4.29, 13.90, 2.67, 0.55, 0.00, 0.00, 2777.46, 2777.46,0
79,2,3499.06,200.00,0.41,1,122.00,55.00, 3.20,210.00,260.00,2929.97,276.27,71.67,60.00,60.00, 4.29, 40.36, 0.00, 1.02, 0.00, 0.00, 2777.46, 2777.46,0
79,3,3499.06,200.00,0.41,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
80,1,3499.06,200.00,0.42,1,122.00,55.00, 2.20,250.00,220.00,2067.82,200.64,51.58,60.00,60.00, 4.29, 12.38, 2.97, 0.61, 0.00, 0.00, 2777.46, 2777.46,0
80,2,3499.06,200.00,0.42,1,122.00,55.00, 3.20,210.00,260.00,2929.93,276.40,71.70,60.00,60.00, 4.29, 39.33, 0.00, 1.05, 0.00, 0.00, 2777.46, 2777.46,0
80,3,3499.06,200.00,0.42,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
81,1,3499.06,200.00,0.43,1,122.00,55.00, 2.20,250.00,220.00,2067.87,200.94,51.65,60.00,60.00, 4.29, 10.67, 3.33, 0.69, 0.00, 0.00, 2777.46, 2777.46,0
81,2,3499.06,200.00,0.43,1,122.00,55.00, 3.20,210.00,260.00,2929.99,276.53,71.73,60.00,60.00, 4.29, 38.20, 0.00, 1.09, 0.00, 0.00, 2777.46, 2777.46,0
81,3,3499.06,200.00,0.43,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
82,1,3499.06,200.00,0.44,1,122.00,55.00, 2.20,250.00,220.00,2067.84,201.31,51.75,60.00,60.00, 4.29, 8.74, 3.77, 0.79, 0.00, 0.00, 2777.46, 2777.46,0
82,2,3499.06,200.00,0.44,1,122.00,55.00, 3.20,210.00,260.00,2930.01,276.67,71.77,60.00,60.00, 4.29, 36.94, 0.00, 1.13, 0.00, 0.00, 2777.46, 2777.46,0
82,3,3499.06,200.00,0.44,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
83,1,3499.06,200.00,0.45,1,122.00,55.00, 2.20,250.00,220.00,2067.86,201.79,51.88,60.00,60.00, 4.29, 6.55, 4.29, 0.92, 0.00, 0.00, 2777.46, 2777.46,0
83,2,3499.06,200.00,0.45,1,122.00,55.00, 3.20,210.00,260.00,2930.00,276.83,71.81,60.00,60.00, 4.29, 35.54, 0.00, 1.17, 0.00, 0.00, 2777.46, 2777.46,0
83,3,3499.06,200.00,0.45,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
84,1,3499.06,200.00,0.46,1,122.00,55.00, 2.20,250.00,220.00,2067.80,202.43,52.04,60.00,60.00, 4.29, 4.04, 4.94, 1.09, 0.00, 0.00, 2777.46, 2777.46,0
84,2,3499.06,200.00,0.46,1,122.00,55.00, 3.20,210.00,260.00,2929.95,276.99,71.85,60.00,60.00, 4.29, 33.97, 0.00, 1.21, 0.00, 0.00, 2777.46, 2777.46,0
84,3,3499.06,200.00,0.46,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
85,1,3499.06,200.00,0.47,1,122.00,55.00, 2.20,250.00,220.00,2062.29,203.10,52.22,60.00,60.00, 4.29, 0.98, 5.77, 1.39, 0.00, 0.00, 2777.46, 2777.46,0
85,2,3499.06,200.00,0.47,1,122.00,55.00, 3.20,210.00,260.00,2929.98,277.17,71.89,60.00,60.00, 4.29, 32.20, 0.00, 1.26, 0.00, 0.00, 2777.46, 2777.46,0
85,3,3499.06,200.00,0.47,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
86,1,3499.06,200.00,0.48,1,122.00,55.00, 2.20,250.00,220.00,2017.41,208.17,53.57,60.00,60.00, 0.00, 0.00, 3.33, 3.77, 0.00, 0.00, 2777.46, 2777.46,0
86,2,3499.06,200.00,0.48,1,122.00,55.00, 3.20,210.00,260.00,2930.02,277.36,71.95,60.00,60.00, 4.29, 30.18, 0.00, 1.31, 0.00, 0.00, 2777.46, 2777.46,0
86,3,3499.06,200.00,0.48,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
87,1,3499.06,200.00,0.49,1,122.00,55.00, 2.20,250.00,220.00,2067.69,215.44,55.50,60.00,60.00, 0.00, 0.00, 1.73, 4.55, 0.00, 0.00, 2777.46, 2777.46,0
87,2,3499.06,200.00,0.49,1,122.00,55.00, 3.20,210.00,267.61,2930.13,272.47,70.64,60.00,60.00, 4.29, 26.47, 1.40, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
87,3,3499.06,200.00,0.49,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
88,1,3499.06,200.00,0.50,1,122.00,55.00, 2.20,250.00,220.00,2067.57,226.95,58.55,60.00,60.00, 0.00, 0.00, 0.21, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
88,2,3499.06,200.00,0.50,1,122.00,55.00, 3.20,210.00,266.67,2930.10,272.47,70.64,60.00,60.00, 4.29, 23.59, 1.59, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
88,3,3499.06,200.00,0.50,1,122.00,55.00, 4.00,0.00,0.00,0.00,184.47,47.18,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
